1;Jabón corporal;Jabón corporal premium para uso diario;55128.95;352;7;W940;309;4
2;Shampoo anticaspa;Shampoo anticaspa natural para uso diario;81361.76;996;7;E470;472;6
3;Chocolate con leche;Chocolate con leche eficaz para uso diario;45390.39;643;1;M680;316;5
4;Producto Genérico;Producto Genérico premium para uso diario;8782.01;233;12;L611;395;4
5;Producto Genérico;Producto Genérico de calidad para uso diario;130239.58;389;12;S094;142;7
6;Producto Genérico;Producto Genérico fresco para uso diario;56786.78;214;16;P727;343;4
7;Leche entera;Leche entera popular para uso diario;95976.79;546;9;Q595;373;3
8;Producto Genérico;Producto Genérico natural para uso diario;58159.41;947;15;V911;327;8
9;Ron oscuro;Ron oscuro duradero para uso diario;126742.08;794;4;I735;28;3
10;Shampoo anticaspa;Shampoo anticaspa duradero para uso diario;61372.39;67;7;K951;108;9
11;Jabón en barra;Jabón en barra de calidad para uso diario;99004.92;405;5;R143;452;10
12;Producto Genérico;Producto Genérico fresco para uso diario;41202.26;252;15;E636;381;8
13;Malvaviscos;Malvaviscos nuevo para uso diario;112558.04;438;1;N434;459;9
14;Mantequilla;Mantequilla duradero para uso diario;34459.47;141;9;M662;260;7
15;Producto Genérico;Producto Genérico económico para uso diario;129443.23;156;17;U126;321;2
16;Cucharas plásticas;Cucharas plásticas popular para uso diario;11402.1;390;18;X574;305;7
17;Producto Genérico;Producto Genérico eficaz para uso diario;129395.4;11;17;A467;348;1
18;Desinfectante;Desinfectante nuevo para uso diario;115752.61;348;5;C635;57;4
19;Producto Genérico;Producto Genérico fresco para uso diario;69151.11;976;15;J313;369;4
20;Desinfectante;Desinfectante fresco para uso diario;77136.89;108;5;X270;445;10
21;Producto Genérico;Producto Genérico eficaz para uso diario;92127.59;156;16;U010;191;2
22;Producto Genérico;Producto Genérico popular para uso diario;49975.1;19;13;S078;57;5
23;Maíz dulce;Maíz dulce de calidad para uso diario;10572.92;899;6;M290;290;1
24;Producto Genérico;Producto Genérico natural para uso diario;122771.44;778;12;N989;272;2
25;Frijoles enlatados;Frijoles enlatados natural para uso diario;142133.6;169;6;G712;135;8
26;Tenedores plásticos;Tenedores plásticos importado para uso diario;144725.71;951;18;H630;276;3
27;Producto Genérico;Producto Genérico importado para uso diario;149282.1;665;15;K798;191;7
28;Malvaviscos;Malvaviscos natural para uso diario;19908.62;230;1;X435;32;5
29;Whisky escocés;Whisky escocés popular para uso diario;83980.39;602;4;V711;112;0
30;Detergente líquido;Detergente líquido económico para uso diario;35883.38;927;5;W210;16;5
31;Atún en agua;Atún en agua eficaz para uso diario;37224.69;685;6;B460;248;3
32;Bebida energética;Bebida energética fresco para uso diario;109056.18;903;3;Y795;292;9
33;Producto Genérico;Producto Genérico de calidad para uso diario;118123.67;826;16;M290;208;3
34;Producto Genérico;Producto Genérico premium para uso diario;99529.45;362;17;G152;216;6
35;Sopa de vegetales;Sopa de vegetales económico para uso diario;101657.95;661;6;A077;50;0
36;Croissant;Croissant duradero para uso diario;120487.69;111;8;G544;127;3
37;Producto Genérico;Producto Genérico eficaz para uso diario;68394.81;432;15;R275;93;4
38;Mantequilla;Mantequilla de calidad para uso diario;131423.92;77;9;W759;226;8
39;Jugo de naranja;Jugo de naranja económico para uso diario;98517.44;553;3;P392;428;0
40;Atún en agua;Atún en agua de calidad para uso diario;26614.04;497;6;K318;246;3
41;Limpiador multiusos;Limpiador multiusos económico para uso diario;26366.29;2;5;V834;199;4
42;Chicles;Chicles nuevo para uso diario;64605.11;980;1;V449;374;8
43;Arroz integral;Arroz integral fresco para uso diario;30104.88;222;11;B307;495;0
44;Tenedores plásticos;Tenedores plásticos eficaz para uso diario;11021.72;321;18;F204;29;0
45;Malvaviscos;Malvaviscos natural para uso diario;76421.86;873;1;N083;271;2
46;Pan tajado;Pan tajado eficaz para uso diario;13856.5;190;8;S078;35;9
47;Leche entera;Leche entera de calidad para uso diario;61758.78;964;9;C590;455;9
48;Producto Genérico;Producto Genérico popular para uso diario;89988.83;634;16;Q493;41;6
49;Producto Genérico;Producto Genérico nuevo para uso diario;32230.36;733;17;E057;160;3
50;Té helado;Té helado importado para uso diario;21369.99;660;3;R742;153;7
51;Maíz dulce;Maíz dulce premium para uso diario;3378.69;636;6;K240;288;1
52;Producto Genérico;Producto Genérico eficaz para uso diario;33546.84;271;13;B019;67;5
53;Leche entera;Leche entera de calidad para uso diario;56690.01;161;9;Q595;224;8
54;Nachos con queso;Nachos con queso popular para uso diario;147610.29;826;2;O692;334;8
55;Producto Genérico;Producto Genérico eficaz para uso diario;46308.06;679;17;X412;53;2
56;Galletas de avena;Galletas de avena premium para uso diario;133677.48;760;8;E936;283;2
57;Nachos con queso;Nachos con queso nuevo para uso diario;91514.81;734;2;B488;175;3
58;Gomitas frutales;Gomitas frutales eficaz para uso diario;74302.71;927;1;Z825;464;0
59;Chocolate con leche;Chocolate con leche importado para uso diario;124743.52;45;1;X208;1;5
60;Platos de cartón;Platos de cartón nuevo para uso diario;25914.13;452;18;A767;282;6
61;Fideos orientales;Fideos orientales económico para uso diario;18557.33;967;11;D229;452;2
62;Tostones;Tostones económico para uso diario;125520.06;596;2;N948;282;2
63;Arroz integral;Arroz integral fresco para uso diario;8190.67;373;11;B903;460;0
64;Producto Genérico;Producto Genérico de calidad para uso diario;102945.87;682;15;A722;52;5
65;Leche deslactosada;Leche deslactosada importado para uso diario;146127.88;767;9;E057;79;3
66;Pan de queso;Pan de queso fresco para uso diario;132449.6;25;8;X080;91;5
67;Producto Genérico;Producto Genérico de calidad para uso diario;41487.25;806;12;L302;359;1
68;Sopa de vegetales;Sopa de vegetales económico para uso diario;129071.8;227;6;E364;102;7
69;Queso campesino;Queso campesino nuevo para uso diario;123439.38;892;9;Q993;116;3
70;Jugo de naranja;Jugo de naranja de calidad para uso diario;60972.96;285;3;W940;442;1
71;Producto Genérico;Producto Genérico duradero para uso diario;96939.3;409;15;N870;347;8
72;Té helado;Té helado económico para uso diario;19070.58;993;3;R019;133;2
73;Tenedores plásticos;Tenedores plásticos nuevo para uso diario;7662.07;610;18;M934;222;5
74;Desodorante;Desodorante importado para uso diario;91718.91;523;7;R942;59;6
75;Tostones;Tostones de calidad para uso diario;39698.93;725;2;B039;223;0
76;Pastel de vainilla;Pastel de vainilla eficaz para uso diario;103654.86;962;8;V331;379;10
77;Choclitos;Choclitos duradero para uso diario;65832.02;971;2;Q892;340;5
78;Desinfectante;Desinfectante duradero para uso diario;100181.35;127;5;S094;368;4
79;Toallas húmedas;Toallas húmedas nuevo para uso diario;100700.15;334;7;Z141;206;4
80;Producto Genérico;Producto Genérico de calidad para uso diario;64226.06;962;16;G265;194;10
81;Producto Genérico;Producto Genérico popular para uso diario;86227.58;415;16;I115;280;0
82;Desodorante;Desodorante nuevo para uso diario;33107.04;804;7;M271;296;9
83;Cerveza artesanal;Cerveza artesanal natural para uso diario;67384.33;691;4;N870;109;8
84;Mantequilla;Mantequilla fresco para uso diario;99509.91;290;9;D796;263;10
85;Producto Genérico;Producto Genérico premium para uso diario;123126.67;769;17;C102;120;10
86;Cerveza artesanal;Cerveza artesanal de calidad para uso diario;121371.31;150;4;N561;12;0
87;Pan de queso;Pan de queso natural para uso diario;92468.55;786;8;I023;37;7
88;Producto Genérico;Producto Genérico popular para uso diario;30776.42;713;15;B460;196;7
89;Producto Genérico;Producto Genérico de calidad para uso diario;23840.56;704;12;Q104;2;1
90;Jabón corporal;Jabón corporal de calidad para uso diario;28031.23;980;7;X332;356;8
91;Producto Genérico;Producto Genérico económico para uso diario;84496.06;939;13;S126;434;1
92;Jabón corporal;Jabón corporal fresco para uso diario;120609.66;683;7;B835;271;8
93;Vino tinto;Vino tinto duradero para uso diario;142605.86;912;4;X986;226;9
94;Producto Genérico;Producto Genérico eficaz para uso diario;67995.21;162;12;Z018;380;7
95;Producto Genérico;Producto Genérico nuevo para uso diario;113262.96;860;16;C339;326;4
96;Duraznos en almíbar;Duraznos en almíbar natural para uso diario;94758.77;281;6;W392;225;1
97;Jabón en barra;Jabón en barra de calidad para uso diario;42213.84;327;5;B406;457;8
98;Atún en agua;Atún en agua fresco para uso diario;24322.94;392;6;M662;355;2
99;Choclitos;Choclitos premium para uso diario;63400.45;338;2;H010;277;7
100;Agua mineral;Agua mineral económico para uso diario;32611.49;430;3;V178;199;9
101;Producto Genérico;Producto Genérico popular para uso diario;58296.39;6;15;P309;482;5
102;Desodorante;Desodorante importado para uso diario;128310.3;976;7;C590;427;6
103;Pastel de vainilla;Pastel de vainilla eficaz para uso diario;120380.49;919;8;S237;112;7
104;Gaseosa cola;Gaseosa cola nuevo para uso diario;66503.72;29;3;D098;199;5
105;Cucharas plásticas;Cucharas plásticas fresco para uso diario;126394.84;941;18;Q493;65;9
106;Desinfectante;Desinfectante económico para uso diario;136225.47;606;5;D905;288;10
107;Papas fritas;Papas fritas premium para uso diario;97126.95;138;2;S673;443;7
108;Producto Genérico;Producto Genérico económico para uso diario;40503.13;335;13;Q595;108;7
109;Maíz dulce;Maíz dulce duradero para uso diario;114662.0;388;6;F710;142;6
110;Queso campesino;Queso campesino premium para uso diario;71605.41;767;9;S943;276;0
111;Servilletas;Servilletas de calidad para uso diario;98221.33;799;18;H370;490;10
112;Detergente líquido;Detergente líquido económico para uso diario;142542.54;204;5;V178;429;0
113;Tostones;Tostones fresco para uso diario;37304.65;484;2;S354;342;1
114;Producto Genérico;Producto Genérico natural para uso diario;105520.82;785;17;C839;188;2
115;Leche deslactosada;Leche deslactosada popular para uso diario;144632.74;735;9;Z773;58;2
116;Galletas de avena;Galletas de avena premium para uso diario;87645.34;951;8;S354;159;9
117;Limpiador multiusos;Limpiador multiusos importado para uso diario;141337.65;203;5;D872;38;9
118;Producto Genérico;Producto Genérico premium para uso diario;105184.56;308;16;O715;435;10
119;Producto Genérico;Producto Genérico popular para uso diario;117830.03;355;12;O539;272;6
120;Arroz blanco;Arroz blanco premium para uso diario;76882.2;349;11;D098;6;6
121;Cucharas plásticas;Cucharas plásticas premium para uso diario;66161.46;370;18;V911;325;7
122;Pan de queso;Pan de queso importado para uso diario;28068.27;534;8;H556;494;10
123;Nachos con queso;Nachos con queso popular para uso diario;121613.48;551;2;Q102;396;7
124;Canchita;Canchita importado para uso diario;124208.72;606;2;K382;137;5
125;Producto Genérico;Producto Genérico premium para uso diario;43281.38;461;13;U133;124;7
126;Producto Genérico;Producto Genérico duradero para uso diario;6247.6;871;15;N246;166;2
127;Arroz integral;Arroz integral de calidad para uso diario;54514.09;264;11;Z344;174;4
128;Fideos orientales;Fideos orientales nuevo para uso diario;84257.07;529;11;N982;485;3
129;Vasos plásticos;Vasos plásticos de calidad para uso diario;108571.05;500;18;R237;284;3
130;Cucharas plásticas;Cucharas plásticas natural para uso diario;68329.83;17;18;D533;47;4
131;Producto Genérico;Producto Genérico importado para uso diario;104384.5;313;12;F202;339;9
132;Producto Genérico;Producto Genérico natural para uso diario;83914.0;352;16;O692;217;8
133;Queso campesino;Queso campesino duradero para uso diario;106022.53;277;9;B102;156;4
134;Producto Genérico;Producto Genérico premium para uso diario;108750.08;323;16;T250;61;8
135;Producto Genérico;Producto Genérico de calidad para uso diario;34024.93;495;17;L797;141;9
136;Malvaviscos;Malvaviscos popular para uso diario;43883.81;102;1;K095;426;3
137;Desodorante;Desodorante de calidad para uso diario;55410.4;309;7;R300;7;8
138;Producto Genérico;Producto Genérico nuevo para uso diario;8736.32;55;16;Z825;283;4
139;Gaseosa cola;Gaseosa cola natural para uso diario;17182.97;12;3;B903;293;4
140;Vodka premium;Vodka premium natural para uso diario;67189.38;188;4;A722;494;0
141;Jabón en barra;Jabón en barra natural para uso diario;18884.9;66;5;Q493;205;7
142;Chocolate con leche;Chocolate con leche popular para uso diario;95157.96;54;1;X573;77;2
143;Leche deslactosada;Leche deslactosada nuevo para uso diario;14606.77;254;9;I023;60;8
144;Cucharas plásticas;Cucharas plásticas popular para uso diario;90226.77;633;18;F333;115;8
145;Arroz integral;Arroz integral natural para uso diario;136458.65;304;11;H424;440;9
146;Arroz integral;Arroz integral nuevo para uso diario;86157.16;61;11;J047;312;1
147;Platos de cartón;Platos de cartón de calidad para uso diario;41167.63;83;18;X909;80;3
148;Producto Genérico;Producto Genérico eficaz para uso diario;13109.6;2;13;U630;209;7
149;Desinfectante;Desinfectante natural para uso diario;45106.37;237;5;C102;147;4
150;Arroz integral;Arroz integral premium para uso diario;103732.97;946;11;V834;135;10
151;Toallas húmedas;Toallas húmedas de calidad para uso diario;64920.57;557;7;Y981;115;10
152;Cloro;Cloro nuevo para uso diario;124341.41;73;5;C590;30;2
153;Servilletas;Servilletas popular para uso diario;112845.74;582;18;X208;471;4
154;Vodka premium;Vodka premium premium para uso diario;71367.3;311;4;E933;358;6
155;Producto Genérico;Producto Genérico eficaz para uso diario;81917.27;448;16;E057;41;9
156;Producto Genérico;Producto Genérico importado para uso diario;110711.02;618;12;U367;128;0
157;Producto Genérico;Producto Genérico de calidad para uso diario;144362.84;856;13;M116;440;9
158;Tenedores plásticos;Tenedores plásticos económico para uso diario;149936.72;688;18;I617;420;4
159;Producto Genérico;Producto Genérico fresco para uso diario;71634.12;667;17;G694;226;4
160;Yogur natural;Yogur natural popular para uso diario;66510.98;833;9;I461;251;1
161;Limpiador multiusos;Limpiador multiusos duradero para uso diario;62435.52;328;5;B353;343;1
162;Pasta dental;Pasta dental duradero para uso diario;62923.47;507;7;L100;147;10
163;Producto Genérico;Producto Genérico eficaz para uso diario;7431.18;90;17;N989;161;4
164;Jabón en barra;Jabón en barra premium para uso diario;145587.34;413;5;O539;442;8
165;Vasos plásticos;Vasos plásticos eficaz para uso diario;70372.5;55;18;T259;96;8
166;Maíz dulce;Maíz dulce popular para uso diario;113953.59;640;6;L274;226;0
167;Producto Genérico;Producto Genérico nuevo para uso diario;83284.51;949;16;I806;147;7
168;Chicles;Chicles premium para uso diario;6272.68;645;1;B276;311;3
169;Producto Genérico;Producto Genérico nuevo para uso diario;83524.17;565;15;K240;208;1
170;Macarrones;Macarrones premium para uso diario;70294.29;120;11;Q144;331;2
171;Producto Genérico;Producto Genérico nuevo para uso diario;77313.06;279;13;H010;212;7
172;Canchita;Canchita de calidad para uso diario;69604.4;148;2;I750;196;3
173;Tenedores plásticos;Tenedores plásticos eficaz para uso diario;112451.3;139;18;A036;442;1
174;Producto Genérico;Producto Genérico importado para uso diario;52301.54;806;16;X270;259;4
175;Jugo de naranja;Jugo de naranja nuevo para uso diario;109455.55;857;3;I263;300;9
176;Producto Genérico;Producto Genérico fresco para uso diario;68089.01;495;12;Z050;176;5
177;Pastel de vainilla;Pastel de vainilla eficaz para uso diario;57827.09;955;8;R878;164;3
178;Producto Genérico;Producto Genérico popular para uso diario;58679.69;876;15;M934;397;6
179;Detergente líquido;Detergente líquido duradero para uso diario;112216.36;722;5;S541;467;6
180;Chicles;Chicles fresco para uso diario;75308.64;37;1;C311;64;8
181;Tostones;Tostones duradero para uso diario;130715.65;895;2;P392;432;7
182;Jugo de naranja;Jugo de naranja eficaz para uso diario;136745.37;15;3;Z014;369;2
183;Producto Genérico;Producto Genérico fresco para uso diario;13074.58;800;16;M290;496;4
184;Cerveza artesanal;Cerveza artesanal popular para uso diario;104520.28;665;4;E038;41;5
185;Pastel de vainilla;Pastel de vainilla importado para uso diario;143212.66;641;8;K358;367;7
186;Producto Genérico;Producto Genérico popular para uso diario;12126.27;646;12;L923;350;4
187;Cloro;Cloro premium para uso diario;66227.78;100;5;N561;389;10
188;Leche entera;Leche entera natural para uso diario;26621.99;306;9;R500;462;0
189;Chocolate con leche;Chocolate con leche duradero para uso diario;119829.23;300;1;K661;183;5
190;Producto Genérico;Producto Genérico fresco para uso diario;38141.22;421;16;H204;289;10
191;Producto Genérico;Producto Genérico fresco para uso diario;27910.26;624;12;L278;445;6
192;Leche deslactosada;Leche deslactosada de calidad para uso diario;75654.75;597;9;C102;73;3
193;Croissant;Croissant nuevo para uso diario;70016.43;682;8;R333;4;7
194;Producto Genérico;Producto Genérico eficaz para uso diario;25380.39;452;13;S680;483;5
195;Producto Genérico;Producto Genérico importado para uso diario;104166.4;467;13;X270;432;4
196;Yogur natural;Yogur natural importado para uso diario;128293.65;109;9;M371;121;6
197;Duraznos en almíbar;Duraznos en almíbar duradero para uso diario;87072.17;716;6;N192;151;0
198;Vodka premium;Vodka premium nuevo para uso diario;3198.5;885;4;Q815;351;0
199;Desinfectante;Desinfectante natural para uso diario;125260.16;924;5;H630;146;3
200;Toallas húmedas;Toallas húmedas duradero para uso diario;34412.67;194;7;Z666;317;4
201;Producto Genérico;Producto Genérico premium para uso diario;135703.75;661;12;Q203;20;4
202;Sopa de vegetales;Sopa de vegetales económico para uso diario;87776.92;749;6;S943;67;1
203;Producto Genérico;Producto Genérico duradero para uso diario;112627.17;179;15;A722;102;2
204;Producto Genérico;Producto Genérico eficaz para uso diario;76265.62;279;13;L797;425;2
205;Arroz blanco;Arroz blanco natural para uso diario;145172.84;302;11;H769;382;5
206;Producto Genérico;Producto Genérico natural para uso diario;144508.21;144;15;B835;386;3
207;Canchita;Canchita eficaz para uso diario;56134.71;809;2;B265;202;0
208;Maíz dulce;Maíz dulce eficaz para uso diario;20291.13;377;6;C272;344;10
209;Producto Genérico;Producto Genérico popular para uso diario;58391.77;653;12;A767;481;5
210;Producto Genérico;Producto Genérico de calidad para uso diario;71778.58;634;17;H165;452;8
211;Gomitas frutales;Gomitas frutales popular para uso diario;34762.35;64;1;B512;325;7
212;Maíz dulce;Maíz dulce importado para uso diario;19268.04;46;6;C148;484;0
213;Desodorante;Desodorante natural para uso diario;19185.83;240;7;S634;454;8
214;Producto Genérico;Producto Genérico importado para uso diario;69139.28;686;17;B265;486;8
215;Producto Genérico;Producto Genérico popular para uso diario;111855.81;158;15;S673;453;6
216;Whisky escocés;Whisky escocés natural para uso diario;93116.53;961;4;D872;487;4
217;Papas fritas;Papas fritas duradero para uso diario;34155.91;455;2;N561;486;3
218;Té helado;Té helado premium para uso diario;147177.3;376;3;H556;278;10
219;Galletas de avena;Galletas de avena económico para uso diario;60924.67;194;8;U784;495;1
220;Cucharas plásticas;Cucharas plásticas premium para uso diario;100089.77;657;18;X032;327;9
221;Jugo de naranja;Jugo de naranja económico para uso diario;118445.6;249;3;Z825;64;9
222;Macarrones;Macarrones premium para uso diario;124813.04;567;11;E644;106;9
223;Caramelo duro;Caramelo duro de calidad para uso diario;50626.81;151;1;M271;403;9
224;Whisky escocés;Whisky escocés nuevo para uso diario;129044.11;148;4;T259;66;8
225;Desodorante;Desodorante fresco para uso diario;18269.1;887;7;R901;13;2
226;Pan tajado;Pan tajado duradero para uso diario;118917.73;243;8;S207;301;5
227;Producto Genérico;Producto Genérico fresco para uso diario;41274.39;129;12;D769;379;6
228;Vino tinto;Vino tinto premium para uso diario;112358.46;487;4;C508;229;5
229;Producto Genérico;Producto Genérico natural para uso diario;76568.13;968;17;L725;314;0
230;Desinfectante;Desinfectante nuevo para uso diario;69790.29;987;5;U103;15;0
231;Producto Genérico;Producto Genérico importado para uso diario;65088.5;110;17;G265;251;7
232;Atún en agua;Atún en agua premium para uso diario;49672.55;151;6;T988;33;2
233;Jabón en barra;Jabón en barra popular para uso diario;95695.36;561;5;R304;364;5
234;Sopa de vegetales;Sopa de vegetales popular para uso diario;80522.41;464;6;U994;258;9
235;Agua mineral;Agua mineral premium para uso diario;119378.22;117;3;V256;436;10
236;Producto Genérico;Producto Genérico importado para uso diario;68830.13;233;12;B039;211;5
237;Arroz integral;Arroz integral importado para uso diario;63566.47;97;11;H769;160;6
238;Producto Genérico;Producto Genérico nuevo para uso diario;57396.55;156;16;T767;351;7
239;Producto Genérico;Producto Genérico premium para uso diario;125102.24;95;12;O561;221;1
240;Jabón en barra;Jabón en barra fresco para uso diario;84342.87;600;5;E644;489;8
241;Fideos orientales;Fideos orientales duradero para uso diario;101161.96;420;11;V999;181;10
242;Chicles;Chicles económico para uso diario;145323.0;614;1;X193;159;5
243;Papas fritas;Papas fritas popular para uso diario;77097.06;158;2;J313;336;7
244;Platos de cartón;Platos de cartón premium para uso diario;53816.87;569;18;C699;188;1
245;Arroz blanco;Arroz blanco popular para uso diario;35471.55;439;11;C148;432;8
246;Tenedores plásticos;Tenedores plásticos popular para uso diario;101896.55;570;18;V754;13;9
247;Cerveza artesanal;Cerveza artesanal económico para uso diario;28701.58;719;4;S943;390;4
248;Galletas de avena;Galletas de avena duradero para uso diario;2903.66;890;8;L757;73;9
249;Producto Genérico;Producto Genérico premium para uso diario;22997.45;648;16;K985;497;0
250;Papas fritas;Papas fritas eficaz para uso diario;33839.67;429;2;J411;232;5
